,figi,figi_ticker,publication_date,summary,ticker,title,url
61,BBG000C0GFS4,INTC:UW,2017-08-17 22:39:10 +0000,"Advanced Micro Devices, Inc. (AMD) launches new set of high-end graphics cards to compete against NVIDIA.",INTC,AMD Unveils PC Graphics Cards to Compete Against NVIDIA,https://finance.yahoo.com/news/amd-unveils-pc-graphics-cards-223910754.html?.tsrc=rss
62,BBG000C0GFS4,INTC:UW,2017-08-17 21:57:09 +0000,"The top stories from last week included Facebook&apos;s (FB) Watch tab, the possibility of an Intel (INTC) modem in Apple&apos;s (AAPL) new Watch and Microsoft (MSFT) reaching a settlement with Kaspersky.",INTC,"Tech Roundup: FB Watch, INTC In AAPL Watch, MSFT Makes Peace",https://finance.yahoo.com/news/tech-roundup-fb-watch-intc-215709091.html?.tsrc=rss
63,BBG000C0GFS4,INTC:UW,2017-08-17 21:24:09 +0000,Semiconductor Industry Outlook - August 2017,INTC,Semiconductor Industry Outlook - August 2017,https://finance.yahoo.com/news/semiconductor-industry-outlook-august-2017-212409322.html?.tsrc=rss
64,BBG000C0GFS4,INTC:UW,2017-08-17 20:59:16 +0000,The discord in Washington came amid a growing divide between the administration and Silicon Valley.,INTC,"Here's how Silicon Valley is responding to the Charlottesville rally, and Trump's comments on it",http://finance.yahoo.com/r/dc47138d-bf60-3c5a-8890-e7e33c8f04be/104658533?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104658533&yptr=yahoo&.tsrc=rss
65,BBG000C0GFS4,INTC:UW,2017-08-17 20:59:16 +0000,The discord in Washington came amid a growing divide between the administration and Silicon Valley.,INTC,"Here&apos;s how Silicon Valley is responding to the Charlottesville rally, and Trump&apos;s comments on it",https://finance.yahoo.com/news/apos-silicon-valley-responding-charlottesville-205916635.html?.tsrc=rss
66,BBG000C0GFS4,INTC:UW,2017-08-17 20:44:05 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips Advanced Micro Devices Inc NASDAQ AMD hasn t had a bad 2017 by any measure At 11 gains year to date AMD stock is about a percentage point ahead of the S amp P 500 That gain does trail the Nasdaq Composite,INTC,"Why Advanced Micro Devices, Inc. (AMD) Stock Will Stay in Neutral",http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8AvQTjZOsyE/why-advanced-micro-devices-inc-amd-stock-will-stay-in-neutral-cm833623
67,BBG000C0GFS4,INTC:UW,2017-08-17 17:54:00 +0000,"Needham & Co.  As part of our auto-tech coverage, we wanted to highlight advanced driver-assistance systems (ADAS) developments.  Mobileye (MBLY) has announced its inclusion (as the primary processor) in Audi’s next generation zFAS ADAS system in the upcoming A8 -- capable of level 3 autonomy in certain scenarios.  Furthermore we see Fiat Chyrsler’s commitment to join BMW, Intel (INTC), Mobileye’s autonomous driving platform and the collaboration’s plan to deploy 40 autonomous test vehicles by year end, a positive readthrough to the entire industry that we believe is driving along at an accelerated pace.",INTC,[$$] Accelerating Driver-Assistance Systems Developments,http://finance.yahoo.com/r/09a2dd81-2ac6-389d-88f7-1155536d12a6/accelerating-driver-assistance-systems-developments-1502992453?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss
68,BBG000C0GFS4,INTC:UW,2017-08-17 17:21:35 +0000,"We saw an exodus of executives from President Trump's manufacturing council following his response to last week's violence in Charlottesville, which eventually led to him disbanding not only his manufacturing council but also his policy and politics council. Yahoo Finance’s Alexis Christoforous, Rick Newman, and Nicole Sinclair discuss why the speed at which policy changes occur won’t change much.",INTC,Why Trump is on the losing end after cutting his councils,https://finance.yahoo.com/video/why-trump-losing-end-cutting-172135294.html?.tsrc=rss
69,BBG000C0GFS4,INTC:UW,2017-08-17 16:38:46 +0000,Shares of Intel NASDAQ INTC have lagged the market so far this year as the chipmaker struggles with low PC sales and stiff competition in the central processing unit business from the likes of AMD But the company s latest results clearly indicate that its pursuit,INTC,Can Intel Crack This $200 Billion Nut?,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/iujr-wDDc4I/can-intel-crack-this-200-billion-nut-cm833389
70,BBG000C0GFS4,INTC:UW,2017-08-17 16:04:35 +0000,Advanced Micro Devices (AMD) has been on a roller coaster ride for the past 18 months.,INTC,Mixed Sentiments Surround AMD Stock,http://finance.yahoo.com/r/e0a9337e-b195-3657-b3ae-f97af8e51c5a/mixed-sentiments-surround-amd-stock?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss
71,BBG000C0GFS4,INTC:UW,2017-08-17 15:57:00 +0000,"Intel (INTC) and others are facing what some believe is the “End of Moore’s Law,” the breakdown in the 50-year-old rule of thumb that transistors on a chip double every 18 months or so, bringing down the cost of chips as performance improves.  The notion of the End of Moore's Law is debated — Intel refutes it — but it’s prompting lots of new ideas in chips.  Moore's Law is ""no longer a law in terms of the time frame” of improvement of chips, says Scott Bibaud, who took over as chief executive of Atomera in 2015.",INTC,Atomera Hopes to Make Money Solving the Breakdown of Moore's Law,http://finance.yahoo.com/r/72b95836-9a31-3d6c-abce-a8a72c9d075d/atomera-hopes-to-make-money-solving-the-breakdown-of-moores-law-1502985481?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss
72,BBG000C0GFS4,INTC:UW,2017-08-17 15:54:38 +0000,"Advanced Micro Devices, Inc. (NASDAQ:AMD) hasn’t had a bad 2017 by any measure.  At 11% gains year-to-date, AMD stock is about a percentage point ahead of the S&P 500.  AMD shares have had a somewhat strange year, though, best exemplified by their trading over the past four months.",INTC,"Why Advanced Micro Devices, Inc. (AMD) Stock Will Stay in Neutral",https://finance.yahoo.com/news/why-advanced-micro-devices-inc-155438100.html?.tsrc=rss
73,BBG000C0GFS4,INTC:UW,2017-08-17 15:39:54 +0000,Virtual Reality VR is one of those technologies that s been promised for years but has until recently failed to live up to the hype There s plenty of evidence pointing to a bright future for VR but investors need to know a few things first like how big the market will be,INTC,6-Point Checklist for Investing in Virtual Reality,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/w181C4dCQKU/6-point-checklist-for-investing-in-virtual-reality-cm833312
74,BBG000C0GFS4,INTC:UW,2017-08-17 14:42:00 +0000,Non-volatile memory and automotive could be big businesses for Intel.,INTC,Can Intel Crack This $200 Billion Nut?,http://finance.yahoo.com/r/4141d619-cfa4-324c-bf6b-a4344779bd75/can-intel-crack-this-200-billion-nut.aspx?yptr=yahoo&.tsrc=rss
75,BBG000C0GFS4,INTC:UW,2017-08-17 13:36:00 +0000,The first step is to know how much potential this market really has.,INTC,6-Point Checklist for Investing in Virtual Reality,http://finance.yahoo.com/r/df4db38c-172d-3249-bc54-db501ed95308/6-point-checklist-for-investing-in-virtual-reality.aspx?yptr=yahoo&.tsrc=rss
76,BBG000C0GFS4,INTC:UW,2017-08-17 11:35:53 +0000,"In just 11 weeks, NVIDIA stock increased over 60%, which encouraged many analysts to revise their price targets upward ahead of the fiscal 2Q18 earnings call on August 10.",INTC,Why Wall Street Analysts Are Bullish about NVIDIA,http://finance.yahoo.com/r/5f1342d4-003e-3ca6-ad7b-8f2ecb255022/wall-street-analysts-bullish-nvidia?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss
77,BBG000C0GFS4,INTC:UW,2017-08-17 09:57:26 +0000,"Intel could be a technology stock worth investing in as it looks to expand its chip business in the second half, an asset portfolio manager told CNBC.",INTC,"This chipmaker could be a ‘hidden value’ stock worth watching, according to a portfolio manager",https://finance.yahoo.com/news/chipmaker-could-hidden-value-stock-095726068.html?.tsrc=rss
78,BBG000C0GFS4,INTC:UW,2017-08-17 09:57:26 +0000,"Intel could be a technology stock worth investing in as it looks to expand its chip business in the second half, an asset portfolio manager told CNBC.",INTC,"This chipmaker could be a ‘hidden value’ stock worth watching, according to a portfolio manager",http://finance.yahoo.com/r/72a19607-9cd1-31ff-ab87-cfd8f9a43da6/104656029?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&par=yahoo&doc=104656029&yptr=yahoo&.tsrc=rss
79,BBG000C0GFS4,INTC:UW,2017-08-17 02:21:19 +0000,"NEW YORK/WASHINGTON, Aug 16 (Reuters) - President Donald  Trump’s turnabout on the violence in Charlottesville, Virginia  has rocked his administration, leading to rising speculation  that some top officials may be looking for a way out.  A parade of business executives broke ties with Trump on  Wednesday, a day after he blamed white nationalists and  counter-protesters in equal measure for the weekend clashes that  left one woman dead.  “A lot of us joined this administration thinking we could  bring to it the experience and expertise that the president  didn’t have an opportunity to gain in his business career, and  to encourage some restraint in what he says publicly and to our  allies,” said one senior official who is contemplating whether  to resign.",INTC,Trump's crisis spurs talk of White House departures,https://finance.yahoo.com/news/trumps-crisis-spurs-talk-white-022119340.html?.tsrc=rss
80,BBG000C0GFS4,INTC:UW,2017-08-17 00:35:32 +0000,Fiat Chrysler Automobiles NYSE FCAU has finally joined the self driving revolution The Italian American automaker which hasn t had a significant autonomous driving research effort of its own has agreed to join the self driving research and development partnership established,INTC,Is This Self-Driving Deal Bullish for Fiat Chrysler Automobiles?,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1JpBYM2GeQg/is-this-self-driving-deal-bullish-for-fiat-chrysler-automobiles-cm833072
81,BBG000C0GFS4,INTC:UW,2017-08-16 23:31:00 +0000,"FCA is joining forces with BMW, Intel, and Mobileye to develop self-driving tech. Will this give its stock price a boost?",INTC,Is This Self-Driving Deal Bullish for Fiat Chrysler Automobiles?,http://finance.yahoo.com/r/94539c75-549c-3b18-ace1-c005020e047e/why-fiat-chrysler-automobiles-is-joining-bmw-and-i.aspx?yptr=yahoo&.tsrc=rss
82,BBG000C0GFS4,INTC:UW,2017-08-16 23:22:58 +0000,"Stocks edged up today as U.S. President Donald Trump criticized Amazon.com Inc. (AMZN) and disbanded two CEO councils after executives resigned from the posts over his response to the alt-right protests and violence that left a woman dead.  The 30-stock Dow passed the 22,000 mark for the first time ever earlier this month but dipped lower last week after Trump promised North Korea “fire and fury like the world has never seen” if it continued increased aggression toward the U.S.  The S&P 500 and Nasdaq also edged up even as the CEOs of 3M (MMM), Intel Corp. (INTC) and United Technologies (UTX) stepped down from two Trump CEO councils as their companies and brands faced social media pressure.",INTC,"Dow back above 22,000 despite Trump, CEO chaos; another bump up for Freeport-McMoRan",http://finance.yahoo.com/r/1d3e1f07-a600-3f2b-b7f3-dcd9d9167617/dow-back-above-22-000-despite-trump-ceo-chaos.html?ana=yahoo&yptr=yahoo&.tsrc=rss
83,BBG000C0GFS4,INTC:UW,2017-08-16 22:36:42 +0000,Earlier this month Bloomberg reported that Intel NASDAQ INTC would supply the cellular modems for the upcoming cellular capable Apple NASDAQ AAPL Watch Series 3 models Though the revenue that Intel might enjoy from this design win would likely be minimal there,INTC,Intel Corporation Might Not Be in the Apple Watch Series 3 After All,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tUZKWdO5X6k/intel-corporation-might-not-be-in-the-apple-watch-series-3-after-all-cm833039
